MeasureID,ImplementingAgency,AnnouncedYear,StateActTitle,CountryImposing_cleaned,D_IP_bert_3,D_OTHER_INTENTION_bert_3,D_NOT_ENOUGH_INFO_bert_3,MeasureAffectedProducts,MAST_chapterName,MeasureType,firm_specific,ImplementationLevel,same_year_published
61163,Swiss Export Risk Insurance,2016,Switzerland: EXIM financing for an unidentified exporter in May 2016,Switzerland,1,0,0,841989,Export-related measures,Trade finance,Firm specific,NFI,
61168,Swiss Export Risk Insurance,2016,Switzerland: EXIM financing for an unidentified exporter in July 2016,Switzerland,1,0,0,860800,Export-related measures,Trade finance,Firm specific,NFI,
61169,Swiss Export Risk Insurance,2016,Switzerland: EXIM financing for an unidentified exporter in July 2016,Switzerland,1,0,0,"843710,843780,843790",Export-related measures,Trade finance,Firm specific,NFI,
61170,Swiss Export Risk Insurance,2016,Switzerland: EXIM financing for an unidentified exporter in September 2016,Switzerland,1,0,0,854370,Export-related measures,Trade finance,Firm specific,NFI,
61174,Swiss Export Risk Insurance,2016,Switzerland: EXIM financing for an unidentified exporter in December 2016,Switzerland,1,0,0,841780,Export-related measures,Trade finance,Firm specific,NFI,
61176,Swiss Export Risk Insurance,2017,Switzerland: EXIM financing for an unidentified exporter in February 2017,Switzerland,1,0,0,950890,Export-related measures,Trade finance,Firm specific,NFI,
61180,Swiss Export Risk Insurance,2017,Switzerland: EXIM financing for an unidentified exporter in June 2017,Switzerland,1,0,0,"853510,853521,853529,853530,853540,853590",Export-related measures,Trade finance,Firm specific,NFI,
61181,Swiss Export Risk Insurance,2017,Switzerland: EXIM financing for an unidentified exporter in June 2017,Switzerland,1,0,0,843710,Export-related measures,Trade finance,Firm specific,NFI,
61187,Clean Energy Finance Corporation,2017,Australia: Canadian Solar receives AUD 35 million from the Government,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61188,Clean Energy Finance Corporation,2017,Australia: CEFC allocates AUD 54 million to Genex Power Ltd,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61189,Clean Energy Finance Corporation,2017,Australia: CEFC allocates another AUD 55 million to Canadian Solar,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61190,Clean Energy Finance Corporation,2017,Australia: Government allocates AUD 207 million to WIRSOL Energy Pty Ltd,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61191,Clean Energy Finance Corporation,2017,Australia: Allocation of AUD 150 million to Nexif Energy Australia,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61192,Clean Energy Finance Corporation,2017,Australia: CEFC allocates AUD 94 million to Windlab Limited,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61200,Clean Energy Finance Corporation,2017,Australia: Edify Energy receives AUD 77 million funding,Australia,1,0,0,"854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61201,Clean Energy Finance Corporation,2017,Australia: CEFC allocates AUD 60 million to RATCH-Australia Corporation,Australia,1,0,0,"854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61202,Clean Energy Finance Corporation,2017,Australia: Canadian Solar receives AUD 35 million from the Government,Australia,1,0,0,"854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61203,Clean Energy Finance Corporation,2017,Australia: CEFC allocates AUD 54 million to Genex Power Ltd,Australia,1,0,0,"854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61204,Clean Energy Finance Corporation,2017,Australia: CEFC allocates another AUD 55 million to Canadian Solar,Australia,1,0,0,"854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61205,Clean Energy Finance Corporation,2017,Australia: Government allocates AUD 207 million to WIRSOL Energy Pty Ltd,Australia,1,0,0,"854110,854129,854130,854140,854190,854370",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61206,Clean Energy Finance Corporation,2017,Australia: Allocation of AUD 150 million to Nexif Energy Australia,Australia,1,0,0,"850211,850212,850213,850220,850231,850239",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61207,Clean Energy Finance Corporation,2017,Australia: CEFC allocates AUD 94 million to Windlab Limited,Australia,1,0,0,"850211,850212,850213,850220,850231,850239,854110,854129,854130,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61208,Clean Energy Finance Corporation,2017,Australia: CEFC invest AUD 20 million in Pilgangoora Operations Pty Ltd,Australia,1,0,0,"810320,810390,850650",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61209,Clean Energy Finance Corporation,2016,Australia: CEFC allocates AUD 120 million to CWP Renewables,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61210,Clean Energy Finance Corporation,2016,Australia: CEFC allocates AUD 120 million to CWP Renewables,Australia,1,0,0,"850211,850212,850213,850220,850239",Trade-related investment measures,Local value added incentive,Firm specific,IFI,
61211,Clean Energy Finance Corporation,2016,Australia: CEFC launches Energy Efficient Equipment Finance program,Australia,1,0,0,NA,Subsidies (excluding export subsidies),Interest payment subsidy,Not firm specific,NFI,
61212,Australian Renewable Energy Agency,2016,Australia: ARENA approved an AUD 20 million grant to Origin Energy,Australia,1,0,0,271600,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,
61214,Clean Energy Finance Corporation,2015,Australia: CEFC commited AUD 67 million to finance Ararat Wind Farm Pty Ltd,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61215,Clean Energy Finance Corporation,2015,Australia: CEFC commited AUD 67 million to finance Ararat Wind Farm Pty Ltd,Australia,1,0,0,"730810,730820,730830,730840,730890,842620",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61216,Clean Energy Finance Corporation,2015,Australia: DeGrussa Copper Mine receives AUD 35.9 million from governmental institutions,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61217,Australian Renewable Energy Agency,2015,Australia: DeGrussa Copper Mine receives AUD 35.9 million from governmental institutions,Australia,1,0,0,271600,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,
61218,Clean Energy Finance Corporation,2015,Australia: DeGrussa Copper Mine receives AUD 35.9 million from governmental institutions,Australia,1,0,0,"854110,854129,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,IFI,
61219,Australian Renewable Energy Agency,2014,Australia: ARENA approved a AUD 101.7 million grant to Fotowatio Renewable Ventures,Australia,1,0,0,271600,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,
61220,Clean Energy Finance Corporation,2013,Australia: CEFC approves AUD 60 million to Fotowatio Renewable Ventures,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61222,Clean Energy Finance Corporation,2013,Australia: CEFC approves AUD 60 million to Fotowatio Renewable Ventures,Australia,1,0,0,"854110,854129,854140,854150,854160,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61223,Clean Energy Finance Corporation,2013,Australia: CEFC co-finances greenhouse project developed by Sundrop Farms,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61224,Clean Energy Finance Corporation,2013,Australia: CEFC co-finances greenhouse project developed by Sundrop Farms,Australia,1,0,0,"854110,854129,854140,854150,854160,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61225,Clean Energy Finance Corporation,2014,Australia: CEFC will provide up to AUD 50 miilion to New Energy Corporation,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61226,Clean Energy Finance Corporation,2014,Australia: CEFC will provide up to AUD 50 miilion to New Energy Corporation,Australia,1,0,0,NA,Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61227,Clean Energy Finance Corporation,2013,Australia: CEFC provides AUD 37.5 million to CBD Energy,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61228,Clean Energy Finance Corporation,2013,Australia: CEFC provides AUD 37.5 million to CBD Energy,Australia,1,0,0,"720110,720211,720219,720221,720229,720241,720249,720270,720293,720421,720449,720510,720521,720529,720610,720825,720826,720827,720840,720851,720852,720916,721011,721012,721030,721049,721050,721061,721069,721070,721114,721190,721210,721230,721240,721250,721310,721410,721420,721491,721550,721590,721610,721621,721622,721640,721661,721669,721691,721699,721710,721720,721730,721790,721912,721913,721914,721921,721922,721931,721932,721933,721934,721990,722012,722020,722100,722219,722220,722230,722240,722300,722410,722490,722511,722530,722540,722599,722611,722710,722790,722810,722830,722840,722860,722870,722880,722920,722990",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61229,Clean Energy Finance Corporation,2015,Australia: CEFC committed up to AUD 20 million to ET Solar Australia,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61230,Clean Energy Finance Corporation,2015,Australia: CEFC committed up to AUD 20 million to ET Solar Australia,Australia,1,0,0,"854110,854129,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61231,Clean Energy Finance Corporation,2014,Australia: Government finances Bindaree Beef with AUD 35 million,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61232,Clean Energy Finance Corporation,2014,Australia: Government finances Bindaree Beef with AUD 35 million,Australia,1,0,0,"854110,854129,854140,854190",Trade-related investment measures,Local value added incentive,Firm specific,national,
61234,Government of Australia,2014,Australia: Government finances Bindaree Beef with AUD 35 million,Australia,1,0,0,271600,Subsidies (excluding export subsidies),Financial grant,Firm specific,national,
61237,Clean Energy Finance Corporation,2014,Australia: CEFC allocated AUD 20 million to Carnegie Wave Energy Limited,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61238,Clean Energy Finance Corporation,2014,Australia: CEFC allocated AUD 20 million to Carnegie Wave Energy Limited,Australia,1,0,0,841090,Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61239,Clean Energy Finance Corporation,2013,Australia: CEFC provided Energy Developments Limited with AUD 75 million,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61240,Clean Energy Finance Corporation,2013,Australia: CEFC provided Energy Developments Limited with AUD 75 million,Australia,1,0,0,NA,Trade-related investment measures,Local value added incentive,Firm specific,NFI,
61241,Clean Energy Finance Corporation,2013,Australia: CEFC provided Meridian Energy Ltd with AUD 50 million,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61281,Ministry of Commerce and Industry,2018,India: Clarification issued to provide export incentive on IT enabled services,India,1,0,0,NA,Export-related measures,Tax-based export incentive,Not firm specific,national,1
61314,Banco do Brasil,2012,"Brazil: Budget decreases for the ""Funcafé"" credit lines",Brazil,1,0,0,"090121,090122,210112,210120",Subsidies (excluding export subsidies),State loan,Not firm specific,national,
61319,Banco Central do Brasil,2011,Brazil: Government increases budget for Funcafé in 2011,Brazil,1,0,0,"090121,090122,210112",Subsidies (excluding export subsidies),State loan,Not firm specific,national,
61320,Banco Central do Brasil,2010,Brazil: Increase of the resources allocated to the 2010 Coffee Economy Defense Fund,Brazil,1,0,0,"090121,090122,210112",Subsidies (excluding export subsidies),State loan,Not firm specific,national,
61321,"Ministry of Agriculture, Livestock and Food Supply",2009,Brazil: Government decreases budget for the Coffee Economy Defense Fund,Brazil,1,0,0,"090121,210120",Subsidies (excluding export subsidies),State loan,Not firm specific,national,
61323,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP provides BRL 69 million to Caramuru Alimentos S.A.,Brazil,1,0,0,"220710,292320",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61324,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP provides BRL 43 million to Nufarm Indústria Química e Farmacêutica S.A.,Brazil,1,0,0,"380891,380892,380893,380894,380899",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61325,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP provides BRL 141 million to Sotreq S.A.,Brazil,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61326,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP provides loan to Ourofino Saúde Animal Ltda,Brazil,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61329,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP invests in Tramontina Farroupilha S/A,Brazil,1,0,0,"732111,732181,732190,732392,732393,732394,732399,732690,821520,821599,830249",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61330,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP aproves BRL 45 million loan to local company,Brazil,1,0,0,940410,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61331,National Development and Reform Commission,2018,China: New sectors added to 'sensitive' outbound investments list,China,1,0,0,NA,Capital control measures,Controls on commercial transactions and investment instruments,Not firm specific,national,1
61332,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP allocates BRL 46.5 million to local sportswear manufacturer,Brazil,1,0,0,"640411,950629,950651,950661,950662,950670,950691,950699",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61346,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP provides Ourofino Agrociência with BRL 60 million,Brazil,1,0,0,"380891,380892,380893,380894,380899",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61347,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP allocates circa BRL 65 million to local digital company,Brazil,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61353,Empresa Brasileira de Pesquisa e Inovação Industrial,2014,Brazil: FINEP provides BRL 231 million loan to B2W,Brazil,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61354,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP allocates circa BRL 38 million to local chemical company,Brazil,1,0,0,340120,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
61355,Empresa Brasileira de Pesquisa e Inovação Industrial,2017,Brazil: FINEP aproves BRL 61 million loan to local refractory manufacturer,Brazil,1,0,0,"381600,690210,690220",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
